Ward,Province,Municipality,Hazard,District,Incident on,Title,tweets
10,Lumbini,Rolpa,Landslide,Rolpa,2023-07-19,"Landslide at Diga , Rolpa Municipality-10","🚨 ALERT 🚨 A devastating landslide has occurred at Diga, Rolpa Municipality-10 in Rolpa district, Lumbini province. Please stay safe and follow local authorities' instructions. #Landslide #Rolpa #StaySafe"
9,Bagmati,Kageshwori Manahora,Landslide,Kathmandu,2023-07-19,"Landslide at Tinpiple , Kageshwori Manahora Municipality-9","🚨 ALERT 🚨 A landslide has occurred in Tinpiple, Kageshwori Manahora Municipality-9, Kathmandu, Bagmati Province. Please stay safe and follow local authorities' instructions. #Landslide #SafetyFirst"
4,Lumbini,Putha Uttarganga,Landslide,Rukum East,2023-07-19,"Landslide at Saipatung , Putha Uttarganga Rural Municipality-4","🚨 Urgent Alert 🚨
A devastating landslide has occurred at Saipatung, Putha Uttarganga Rural Municipality-4, Rukum East. Please stay safe and follow official instructions. #LandslideAlert #RukumEast #StaySafe"
3,Koshi,Solududhakunda,Landslide,Solukhumbu,2023-07-19,"Landslide at Loding , Solududhakunda Municipality-3","🚨 ALERT 🚨 A devastating landslide has occurred in Loding, Solududhakunda Municipality-3, Solukhumbu District, Koshi Province. Please stay safe and follow the instructions of local authorities. #Landslide #SafetyFirst #Solukhumbu #Koshi"
10,Lumbini,Rolpa,Landslide,Rolpa,2023-07-18,"Landslide at Phuli, Rolpa Municipality-10","🚨 Urgent Alert 🚨
A devastating landslide has occurred in Phuli, Rolpa Municipality-10. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #Phuli #Rolpa #StaySafe"
10,Lumbini,Rolpa,Landslide,Rolpa,2023-07-18,"Landslide at Bersawang -Sahid Marga, Rolpa Municipality-10","🚨 Urgent Alert 🚨
A devastating landslide has occurred at Bersawang -Sahid Marga, Rolpa Municipality-10, Rolpa District, Lumbini Province. Please stay safe and follow local authorities' instructions. #Landslide #Emergency #Rolpa"
8,Gandaki,Raghuganga,Landslide,Myagdi,2023-07-18,"Landslide at Tallo Baisari, Raghuganga Rural Municipality-8","🚨 #LandslideAlert 🚨
📍 Tallo Baisari, Raghuganga Rural Municipality-8, Myagdi, Gandaki
📅 Incident Date: 2023-07-18
Stay safe and follow local authorities' instructions. #StayAlert #Nepal #NaturalDisaster"
10,Gandaki,Kushma,Landslide,Parbat,2023-07-18,"Landslide at Kerabari , Kushma Municipality-10","🚨 ALERT 🚨 
Landslide reported in Kerabari, Kushma Municipality-10, Parbat. Please stay safe and follow local authorities' instructions. #LandslideAlert #Parbat #StaySafe"
2,Gandaki,Machhapuchchhre,Landslide,Kaski,2023-07-18,"Landslide at Paudur Ghumti , Machhapuchchhre Rural Municipality-2","🚨 Urgent Alert 🚨
A devastating landslide has occurred at Paudur Ghumti, Machhapuchchhre Rural Municipality-2, Kaski. Please exercise caution and stay away from the affected area. #Landslide #NepalDisaster #StaySafe"
1,Bagmati,Netrawati Dabjong,Landslide,Dhading,2023-07-18,"Landslide at Barha Kilo , Netrawati Dabjong Rural Municipality-1","🚨 Urgent Alert 🚨
A devastating landslide has occurred at Barha Kilo in Netrawati Dabjong Rural Municipality-1, Dhading. Please stay safe and follow the instructions of local authorities. #Landslide #Emergency #StaySafe"
5,Sudurpashchim,Surnaya,Landslide,Baitadi,2023-07-18,"Landslide at Prithvi Highway , Surnaya Rural Municipality-5","🚨 ALERT! Landslide reported at Prithvi Highway, Surnaya Rural Municipality-5, Baitadi, Sudurpashchim Province. Stay safe and avoid the affected area. #Landslide #SafetyFirst"
1,Sudurpashchim,Surma,Landslide,Bajhang,2023-07-18,"Landslide at Neuna , Surma Rural Municipality-1","🚨 ALERT: Landslide reported in Neuna, Surma Rural Municipality-1, Bajhang district, Sudurpashchim province. Stay safe and follow local authorities' instructions. #Landslide #Nepal #SafetyFirst"
11,Sudurpashchim,Bungal,Landslide,Bajhang,2023-07-18,Landslide at Bungal Municipality-11,"🚨 Urgent Alert 🚨
A devastating landslide has occurred in Bungal Municipality-11, Bajhang District, Sudurpashchim Province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #Bajhang #StaySafe"
11,Sudurpashchim,Bungal,Landslide,Bajhang,2023-07-18,"Landslide at Bhaisani , Bungal Municipality-11","🚨 Urgent Update 🚨

A devastating landslide has occurred at Bhaisani in Bungal Municipality-11, Bajhang District, Sudurpashchim Province. Please stay safe and follow local authorities' instructions. #LandslideAlert #Bajhang #StaySafe"
11,Sudurpashchim,Bungal,Landslide,Bajhang,2023-07-18,Landslide at Bungal Municipality-11,"🚨 ALERT 🚨 
A devastating landslide has occurred in Bungal Municipality-11, Bajhang District, Sudurpashchim Province. Please stay safe and follow the local authorities' instructions. Our thoughts are with the affected community. #Landslide #Bajhang #StaySafe"
1,Sudurpashchim,Surma,Landslide,Bajhang,2023-07-18,"Landslide at Kadachaur , Surma Rural Municipality-1","🚨 Urgent Alert 🚨
A devastating landslide has occurred at Kadachaur, Surma Rural Municipality-1, Bajhang. Please exercise caution and stay safe. #Landslide #DisasterAlert #StaySafe"
10,Lumbini,Rolpa,Landslide,Rolpa,2023-07-17,"Landslide at Bersawang, Rolpa Municipality-10","🚨Alert🚨 Landslide reported at Bersawang, Rolpa Municipality-10, Rolpa, Lumbini Province. Stay safe and follow local authorities' instructions. #Landslide #Rolpa #Lumbini"
8,Gandaki,Raghuganga,Landslide,Myagdi,2023-07-17,"Landslide at Naini Bagar, Raghuganga Rural Municipality-8","🚨 ALERT 🚨
A devastating landslide occurred in Naini Bagar, Raghuganga Rural Municipality-8, Myagdi, Gandaki Province. Stay safe and follow local authorities' instructions. #Landslide #NainiBagar #Myagdi #StaySafe"
10,Gandaki,Kushma,Flood,Parbat,2023-09-30,"Flood at Samadikhola, Kushma Municipality-10","🚨 Alert 🚨
Flood reported at Samadikhola, Kushma Municipality-10, Parbat District, Gandaki Province. Stay safe and follow local authorities' instructions. #FloodWarning #StaySafe #Parbat #Gandaki"
7,Karnali,Kuse,Flood,Jajarkot,2023-09-14,"Flood at Gaira Parale, Kuse Rural Municipality-7","🚨 Urgent Alert 🚨
Floods have struck Gaira Parale, Kuse Rural Municipality-7 in Jajarkot, Karnali Province. Stay safe, follow local authorities' instructions, and help those in need. #FloodAlert #StaySafe #JajarkotFloods2023"
6,Karnali,Chaurjahari,Flood,Rukum West,2023-09-03,"Flood at Ghartikaada, Chaurjahari Municipality-6","🚨 Urgent Alert 🚨 
Flood hits Ghartikaada in Chaurjahari Municipality-6, Rukum West. Stay safe and follow local authorities' instructions. #FloodWarning #Chaurjahari #RukumWest #StaySafe"
6,Gandaki,Dharche,Flood,Gorkha,2023-08-28,Flood at Dharche Rural Municipality-6,"🚨 BREAKING NEWS 🚨
Flood strikes Dharche Rural Municipality-6 in Gorkha, Gandaki Province. Stay safe, everyone! #FloodAlert #GorkhaFloods"
8,Madhesh,Surunga,Flood,Saptari,2023-08-26,Flood at Surunga Municipality-8,"🚨 Breaking News 🚨 
Flood wreaks havoc in Surunga Municipality-8, Saptari District, Madhesh Province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #SurungaFlood2023"
4,Bagmati,Helambu,Flood,Sindhupalchok,2023-08-25,"Flood at Gyalthum, Helambu Rural Municipality-4","🚨 Urgent Alert 🚨
Flood reported in Gyalthum, Helambu Rural Municipality-4, Sindhupalchok. Stay safe and follow local authorities' instructions. #FloodAlert #Nepal #StaySafe"
24,Madhesh,Lahan,Flood,Siraha,2023-08-25,"Flood at Jhutki, Lahan Municipality-24","🚨 Urgent Alert 🚨

🌊 Flood Alert 🌊

📅 Incident Date: 2023-08-25
📍 Location: Jhutki, Lahan Municipality-24, Siraha, Madhesh

Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe"
4,Bagmati,Helambu,Flood,Sindhupalchok,2023-08-25,"Flood at Gyalthum, Helambu Rural Municipality-4","🚨 Flood Alert 🚨
A devastating flood has hit Gyalthum, Helambu Rural Municipality-4 in Sindhupalchok district, Bagmati province. Stay safe and follow local authorities' instructions. #Flood #Nepal #StaySafe"
6,Madhesh,Brindaban,Flood,Rautahat,2023-08-25,Flood at Brindaban Municipality-6,"🚨 Breaking News 🚨 
Flood alert in Brindaban Municipality-6, Rautahat, Madhesh. Stay safe and take necessary precautions! #Floods #BrindabanMunicipality #Rautahat #Madhesh"
4,Bagmati,Helambu,Flood,Sindhupalchok,2023-08-23,"Flood at Dhungre Bazar, Helambu Rural Municipality-4","🚨 Urgent Alert 🚨
Flood strikes Dhungre Bazar, Helambu Rural Municipality-4 in Sindhupalchok district! Stay safe and follow local authorities' instructions. #FloodAlert #Nepal #Sindhupalchok"
5,Karnali,Guthichaur,Flood,Jumla,2023-08-21,Flood at Guthichaur Rural Municipality-5,"🚨 Flood Alert! 🌊 A devastating flood has hit Guthichaur Rural Municipality-5, Jumla. Stay safe and follow the instructions of local authorities. #Flood #Jumla #StaySafe"
11,Koshi,Bhojpur,Flood,Bhojpur,2023-08-21,"Flood at Lukuwa, Bhojpur Municipality-11","🚨 Urgent Alert 🚨
Floods have struck Lukuwa in Bhojpur Municipality-11, Bhojpur district, Koshi province. Please stay safe and follow local authorities' instructions. #Floods #SafetyFirst #Bhojpur"
5,Gandaki,Loghekar Damodarkunda,Flood,Mustang,2023-08-20,"Flood at Green Tangbe, Loghekar Damodarkunda Rural Municipality-5","🚨 #FloodAlert 🚨

🌊 A devastating flood has hit Green Tangbe, Loghekar Damodarkunda Rural Municipality-5 in Mustang, Gandaki Province.

📅 Incident Date: 2023-08-20

🚧 Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #StaySafe #MustangFlood"
5,Gandaki,Loghekar Damodarkunda,Flood,Mustang,2023-08-14,"Flood at Chaile, Loghekar Damodarkunda Rural Municipality-5","🚨 BREAKING 🚨
Flood alert! 🌊💦
Chaile, Loghekar Damodarkunda Rural Municipality-5 in Mustang, Gandaki Province has been hit by a devastating flood. Please stay safe and follow local authorities' instructions. 🙏 #FloodAlert #StaySafe #MustangFloods"
5,Gandaki,Loghekar Damodarkunda,Flood,Mustang,2023-08-14,"Flood at Kagbeni, Loghekar Damodarkunda Rural Municipality-5","🚨 Urgent Alert 🚨

🌊 Flood at Kagbeni, Loghekar Damodarkunda Rural Municipality-5 🌊

📅 Incident on: 2023-08-14
📍 Province: Gandaki
🏞 District: Mustang
🏢 Municipality: Loghekar Damodarkunda
🏘 Ward: 5

Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #FloodWarning #StaySafe #GandakiFlood"
11,Lumbini,Gulariya,Flood,Bardiya,2023-08-14,"Flood at Lalpur, Gulariya Municipality-11","🚨 Just in: Flood at Lalpur, Gulariya Municipality-11, Bardiya, Lumbini Province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe"
2,Bagmati,Jugal,Flood,Sindhupalchok,2023-08-14,"Flood at Chitre, Jugal Rural Municipality-2","🚨 ALERT! 🚨 A devastating flood has hit Chitre, Jugal Rural Municipality-2 in Sindhupalchok, Bagmati Province. Stay safe and follow local authorities' instructions. #Flood #Sindhupalchok #StaySafe"
4,Gandaki,Gharapjhong,Flood,Mustang,2023-08-13,"Flood at Marfa, Gharapjhong Rural Municipality-4","🚨 Breaking News 🚨
Flood strikes Marfa, Gharapjhong Rural Municipality-4 in Mustang district, Gandaki province. Stay safe and follow local authorities' instructions. #FloodAlert #Mustang #Gandaki"
6,Bagmati,Phikkal,Flood,Sindhuli,2023-08-13,"Flood at Sokhukhola, Phikkal Rural Municipality-6","🚨 Urgent News 🚨
A devastating flood hit Sokhukhola, Phikkal Rural Municipality-6 in Sindhuli district, Bagmati province. Stay safe and follow local authorities' instructions. #FloodAlert #Sindhuli #StaySafe"
6,Koshi,Madi,Flood,Sankhuwasabha,2023-08-13,"Flood at Bahula Khola , Madi Municipality-6","🚨 ALERT 🚨
Flood at Bahula Khola, Madi Municipality-6, Sankhuwasabha district, Koshi province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe"
5,Koshi,Meringden,Flood,Taplejung,2023-08-13,"Flood at Khurpatak Nawa, Meringden Rural Municipality-5","🚨 Urgent Alert 🚨
Flood reported at Khurpatak Nawa, Meringden Rural Municipality-5, Taplejung, Koshi Province. Stay safe and follow local authorities' instructions. #FloodAlert #Taplejung #StaySafe"
3,Lumbini,Sisne,Flood,Rukum East,2023-08-13,"Flood at Pokhara, Sisne Rural Municipality-3","🚨 ALERT 🚨 Flood reported in Pokhara, Sisne Rural Municipality-3, Rukum East, Lumbini Province. Stay safe and follow local authorities' instructions. #FloodAlert #Nepal #StaySafe"
9,Sudurpashchim,Dhangadhi,Flood,Kailali,2023-08-08,"Flood at Bhaisighat , Dhangadhi Submetropolitan City-9","🚨 Flood Alert 🚨
Floods have hit Bhaisighat in Dhangadhi Submetropolitan City-9, Kailali district, Sudurpashchim province. Stay safe and follow local authorities' instructions. #Floods #StaySafe #Dhangadhi"
11,Bagmati,Budhanilakantha,Flood,Kathmandu,2023-08-08,"Flood at Kapan-Paiyutar, Budhanilakantha Municipality-11","🚨🌊 Flood alert! A devastating flood has struck Kapan-Paiyutar, Budhanilakantha Municipality-11 in Kathmandu. Stay safe and follow local authorities' instructions. #Flood #Emergency #StaySafe #Kathmandu"
17,Madhesh,Jitpur Simara,Flood,Bara,2023-08-08,Flood at Jitpur Simara Submetropolitan City-17,"🚨 Urgent News Alert 🚨
Flood hits Jitpur Simara Submetropolitan City-17 in Bara district, Madhesh province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Bara #Madhesh"
1,Madhesh,Sonama,Flood,Mahottari,2023-08-08,Flood at Sonama Rural Municipality-1,"🚨 Urgent Alert 🚨
Flood hits Sonama Rural Municipality-1 in Mahottari district, Madhesh province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Mahottari #Sonama"
6,Sudurpashchim,Parashuram,Flood,Dadeldhura,2023-08-08,"Flood at Chandani, Parashuram Municipality-6","🚨 #FloodAlert 🚨

🌊 A devastating flood has hit Chandani in Parashuram Municipality-6, Dadeldhura, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #StaySafe #Floods #Nepal 🇳🇵

ℹ️ Incident Date: 2023-08-08"
1,Lumbini,Madhuwan,Flood,Bardiya,2023-08-08,"Flood at Chodki Taduwa, Madhuwan Municipality-1","🚨 Just in: Flood at Chodki Taduwa, Madhuwan Municipality-1, Bardiya. Stay safe, everyone! #FloodAlert #Madhuwan #Bardiya #Lumbini"
11,Sudurpashchim,Gauriganga,Flood,Kailali,2023-08-08,Flood at Gauriganga Municipality-11,"🚨 Emergency Alert 🚨
Flood reported at Gauriganga Municipality-11, Kailali, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #FloodAlert #Kailali #Sudurpashchim"
3,Sudurpashchim,Joshipur,Flood,Kailali,2023-08-08,"Flood at Joshipur Rural Municipality - 3 / 4, Joshipur Rural Municipality-3","🚨 Just in: Flood reported in Joshipur Rural Municipality-3, Kailali. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Kailali"
3,Sudurpashchim,Bardagoriya,Flood,Kailali,2023-08-08,Flood at Bardagoriya Rural Municipality-3,"🚨 Just in: Flood strikes Bardagoriya Rural Municipality-3 in Kailali, Sudurpashchim Province. Stay safe, everyone! #FloodAlert #Bardagoriya #Kailali #Sudurpashchim"
4,Sudurpashchim,Janaki,Flood,Kailali,2023-08-08,"Flood at Janaki Rural Municipality - 4 / 7, Janaki Rural Municipality-4","🚨 Urgent Update 🚨
🌊 A devastating flood has hit Janaki Rural Municipality - 4, Kailali, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #FloodAlert #JanakiRuralMunicipality #Kailali #Sudurpashchim"
7,Sudurpashchim,Kailari,Flood,Kailali,2023-08-08,Flood at Kailari Rural Municipality-7,"🚨 Breaking News 🚨
Flood strikes Kailari Rural Municipality-7 in Kailali district, Sudurpashchim Province. Stay safe and vigilant, everyone! #FloodAlert #Kailali #Sudurpashchim"
2,Sudurpashchim,Bhajani,Flood,Kailali,2023-08-08,"Flood at Bhajani Municipality - 2 / 3 / 5 / 6 / 7 / 8 / 9, Bhajani Municipality-2","🚨 Breaking News 🚨 
Floods have struck Bhajani Municipality-2, Kailali District, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #FloodAlert #BhajaniMunicipality #Kailali #Sudurpashchim"
3,Sudurpashchim,Tikapur,Flood,Kailali,2023-08-08,"Flood at Tikapur Municipality 3 / 6 / 7, Tikapur Municipality-3","🚨 Urgent Alert 🚨
Flood hits Tikapur Municipality 3 / 6 / 7, Tikapur Municipality-3 in Kailali district, Sudurpashchim province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #TikapurFloods"
9,Sudurpashchim,Gauriganga,Flood,Kailali,2023-08-08,"Flood at Godawari Municipality - 4 & 9, Gauriganga Municipality-9","🌊🌧️ Flood alert! 🚨 A devastating flood has hit Godawari Municipality - 4 & 9, Gauriganga Municipality-9 in Kailali district, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Kailali #Sudurpashchim"
