Ward,Province,Municipality,Hazard,District,Incident on,Title,facebook_status
4,Koshi,Falgunanda,Landslide,Panchthar,10/19/2021,Landslide at Falgunanda Rural Municipality-4,"🚨 Urgent Update 🚨

Attention everyone! A devastating landslide has occurred at Falgunanda Rural Municipality-4 in Panchthar district, Koshi province. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. #Landslide #StaySafe #Panchthar #Koshi"
13,Koshi,Phidim,Landslide,Panchthar,10/19/2021,Landslide at Phidim Municipality-13,"🚨 Urgent Update! 🚨

🔴 Landslide Alert 🔴

A massive landslide has occurred at Phidim Municipality-13 in Panchthar district, Koshi province. Please stay safe and take necessary precautions.

#LandslideAlert #PhidimMunicipality #StaySafe #KoshiProvince #PanchtharDistrict"
7,Koshi,Miklajung,Landslide,Panchthar,10/19/2021,Landslide at Miklajung Rural Municipality-7,"🚨 Urgent Alert 🚨

Attention, everyone! A devastating landslide has occurred at Miklajung Rural Municipality-7 in Panchthar district, Koshi province. Please stay safe and avoid the affected area. Our thoughts are with the people of Miklajung Ward-7 during this difficult time. #Landslide #StaySafe #Miklajung #Panchthar #Koshi"
4,Koshi,Miklajung,Landslide,Panchthar,10/19/2021,Landslide at Miklajung Rural Municipality-4,"🚨 Urgent Alert 🚨

Attention residents of Miklajung Rural Municipality-4 in Panchthar District, Koshi Province! 

We regret to inform you that a devastating landslide occurred in your area today. Please take immediate precautions and stay safe. 

Our thoughts and prayers are with everyone affected by this natural disaster. 🙏

#LandslideAlert #StaySafe #MiklajungRuralMunicipality #Panchthar #Koshi"
6,Koshi,Phidim,Landslide,Panchthar,10/19/2021,Landslide at Phidim Municipality-6,"🚨 Urgent Alert 🚨

A devastating landslide has occurred in Phidim Municipality-6, Panchthar district, Koshi province. Please stay safe and avoid the affected area. Our thoughts are with the affected community. #Landslide #Phidim #StaySafe"
1,Koshi,Miklajung,Landslide,Panchthar,10/19/2021,Landslide at Miklajung Rural Municipality-1,"🚨 Urgent Alert! 🚨
Attention residents of Miklajung Rural Municipality-1, Panchthar! A devastating landslide occurred in your area on 10/19/2021. Please stay safe and follow the instructions provided by local authorities. #Landslide #StaySafe #MiklajungRuralMunicipality"
3,Koshi,Falgunanda,Landslide,Panchthar,10/19/2021,Landslide at Falgunanda Rural Municipality-3,"🚨 Urgent Alert! 🚨

🌧️ Landslide at Falgunanda Rural Municipality-3 🌧️

A devastating landslide has occurred in Falgunanda Rural Municipality-3, Panchthar. Please stay safe and follow the instructions of local authorities.

📅 Incident Date: 10/19/2021
📍 Province: Koshi
🏞️ District: Panchthar
🏘️ Municipality: Falgunanda
🏢 Ward: 3

Our thoughts and prayers are with the affected community. Let's come together and support them during this challenging time. #StaySafe #LandslideAlert"
5,Koshi,Miklajung,Landslide,Panchthar,10/19/2021,Landslide at Miklajung Rural Municipality-5,"🚨 Urgent Alert 🚨

Attention residents of Miklajung Rural Municipality-5, Panchthar! 

A devastating landslide has occurred in your area. Please stay safe and follow the instructions of local authorities. Our thoughts are with you during this challenging time. 🙏

#LandslideAlert #MiklajungRuralMunicipality #StaySafe"
2,Koshi,Kummayak,Landslide,Panchthar,10/19/2021,Landslide at Kummayak Rural Municipality-2,"🚨 Urgent Alert 🚨 

🌧️ A devastating landslide has occurred at Kummayak Rural Municipality-2, Panchthar. Our thoughts are with the affected community. 🙏

📅 Incident Date: 10/19/2021
📍 Province: Koshi
🏞️ District: Panchthar
🏢 Municipality: Kummayak
🏘️ Ward: 2

Please stay tuned for updates and let's extend our support to those in need. 🤝 #Landslide #EmergencyResponse"
2,Koshi,Miklajung,Landslide,Panchthar,10/19/2021,Landslide at Miklajung Rural Municipality-2,"🚨 Urgent Update 🚨

💔 Landslide at Miklajung Rural Municipality-2 💔

🌧️ A devastating landslide occurred in Miklajung Rural Municipality-2 on 10/19/2021. Our thoughts and prayers go out to all those affected by this natural disaster.

📍 Location: Panchthar District, Koshi Province
🚩 Municipality: Miklajung
🏢 Ward: 2

🙏 Please stay safe and follow the instructions of local authorities. Let's come together and support the affected community during this difficult time. #PrayForMiklajung #LandslideDisaster"
12,Koshi,Illam,Landslide,Ilam,10/19/2021,Landslide at Illam Municipality-12,"🚨 Urgent Notice 🚨

🌧️ A devastating landslide has occurred at Illam Municipality-12 in the beautiful district of Ilam, Koshi Province. Our thoughts and prayers go out to all those affected by this natural disaster.

📅 Incident Date: 10/19/2021
📍 Location: Illam Municipality-12, Ilam District

🙏 Let's come together as a community to support and help those in need during this difficult time. Stay safe, everyone!

#Landslide #EmergencyResponse #SupportingOurCommunity"
1,Koshi,Fakphokthum,Landslide,Ilam,10/19/2021,"Landslide at Tengepur, Fakphokthum Rural Municipality-1","🚨 Urgent Update: Landslide at Tengepur, Fakphokthum Rural Municipality-1 🚨

🌧️ A devastating landslide occurred in Tengepur, Fakphokthum Rural Municipality-1, Ilam District, Koshi Province today. Our thoughts and prayers are with the affected community.

🚒 Local authorities and rescue teams are on-site, providing necessary assistance and support. Please stay safe and follow their instructions.

🙏 Let's come together and extend our support to those affected by this natural disaster. #PrayForFakphokthum

#LandslideAlert #EmergencyResponse #StaySafe #IlamDistrict"
6,Koshi,Mangsebung,Landslide,Ilam,10/19/2021,"Landslide at Chisopani, Mangsebung Rural Municipality-6","🚨 Urgent Alert 🚨

📍 Chisopani, Mangsebung Rural Municipality-6

A devastating landslide occurred in Chisopani, Mangsebung Rural Municipality-6 today. Please stay safe and take necessary precautions. Our thoughts and prayers are with the affected community.

#LandslideAlert #StaySafe #Mangsebung #Ilam"
3,Koshi,Fakphokthum,Landslide,Ilam,10/19/2021,"Landslide at Salleri, Fakphokthum Rural Municipality-3","🚨 Urgent Alert 🚨

A devastating landslide has occurred at Salleri, Fakphokthum Rural Municipality-3 in Ilam district. Our thoughts and prayers go out to the affected community. Stay safe and please follow the instructions of local authorities. #Landslide #StaySafe #IlamStrong 💔🙏🏽"
3,Koshi,Suryodaya,Landslide,Ilam,10/19/2021,"Landslide at Melbote, Suryodaya Municipality-3","🚨 Urgent Alert 🚨

🌧️ Landslide at Melbote, Suryodaya Municipality-3 🌧️

A devastating landslide has occurred at Melbote, Suryodaya Municipality-3 in Ilam district. Please exercise caution and stay away from the affected area. Our thoughts are with the affected community.

#LandslideAlert #StaySafe #IlamDistrict #SuryodayaMunicipality"
20,Koshi,Dharan,Landslide,Sunsari,10/19/2021,"Landslide at Khairekhola, Dharan Submetropolitan City-20","🚨 Urgent Alert 🚨

A devastating landslide occurred at Khairekhola, Dharan Submetropolitan City-20. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. #LandslideAlert #StaySafe #Dharan #Sunsari #Koshi"
5,Koshi,Itahari,Landslide,Sunsari,10/19/2021,Landslide at Itahari Submetropolitan City-5,"🚨 Urgent Alert! 🚨

A devastating landslide has occurred in Itahari Submetropolitan City-5, Sunsari. Please exercise caution and stay away from the affected area. Our thoughts and prayers are with the residents of Itahari, and we hope for their safety and well-being. 🙏

#LandslideAlert #StaySafe #Itahari #Sunsari #Nepal"
1,Sudurpashchim,Sayal,Landslide,Doti,10/19/2021,Landslide at Sayal Rural Municipality-1,"🚨 Urgent Alert 🚨

We regret to inform you that a devastating landslide has occurred in Sayal Rural Municipality-1, Doti District, Sudurpashchim Province. Please stay safe and take necessary precautions. Our thoughts and prayers are with the affected community. #Landslide #StaySafe #SayalRuralMunicipality"
4,Sudurpashchim,Thalara,Landslide,Bajhang,10/19/2021,"Landslide at Dhikla, Thalara Rural Municipality-4","🚨 Urgent Alert! 🚨

A devastating landslide has occurred in Dhikla, Thalara Rural Municipality-4, Bajhang. Please stay safe and follow local authorities' instructions. Our thoughts are with everyone affected by this natural disaster. #LandslideAlert #StaySafe #Bajhang"
4,Sudurpashchim,K I Singh,Landslide,Doti,10/19/2021,"Landslide at Gauradi, K I Singh Rural Municipality-4","🚨 Urgent Alert 🚨

A devastating landslide occurred at Gauradi, K I Singh Rural Municipality-4 in Doti district, Sudurpashchim Province. Please stay safe and avoid the affected area. Our thoughts are with the affected residents. #Landslide #Doti #StaySafe"
5,Sudurpashchim,Bithadchir,Landslide,Bajhang,10/18/2021,"Landslide at Boharatole, Bithadchir Rural Municipality-5","🚨 Urgent Announcement 🚨

Attention everyone in Sudurpashchim Province, especially in Bajhang District! 

We regret to inform you about a devastating landslide incident that occurred at Boharatole, Bithadchir Rural Municipality-5 on 10/18/2021. 

Please stay safe and take necessary precautions to protect yourself and your loved ones. Our thoughts and prayers are with the affected community in Bithadchir Ward 5. 🙏

#LandslideAlert #StaySafe #BajhangDistrict #PrayersForBithadchir"
2,Sudurpashchim,Mahakali_Darchula,Landslide,Darchula,10/18/2021,"Landslide at Badha gau, Mahakali_Darchula Municipality-2","🚨 Urgent Alert 🚨

📢 Landslide at Badha gau, Mahakali_Darchula Municipality-2 📢

A landslide has occurred in Badha gau, Mahakali_Darchula Municipality-2. Please exercise caution and stay away from the affected area. Contact local authorities for further instructions.

📅 Incident Date: 10/18/2021
📍 Province: Sudurpashchim
🏞️ District: Darchula
🏢 Municipality: Mahakali_Darchula
🗺️ Ward: 2

Stay safe and stay tuned for updates. #Landslide #SafetyFirst #StayAlert"
5,Sudurpashchim,Sayal,Landslide,Doti,10/18/2021,Landslide at Sayal Rural Municipality-5,"🚨 Urgent Announcement 🚨

We regret to inform you that a devastating landslide occurred in Sayal Rural Municipality-5, Doti District, Sudurpashchim Province. Please stay safe and avoid the affected area. Our thoughts are with the residents of Ward 5 during this difficult time. #StaySafe #SayalLandslide #DotiDistrict #Nepal"
5,Sudurpashchim,Marma,Landslide,Darchula,9/29/2021,"Landslide at gulfa, Marma Rural Municipality-5","🚨 Urgent Notice 🚨

Attention everyone in Sudurpashchim Province! A landslide has occurred at Gulfa, Marma Rural Municipality-5, Darchula District. Please stay safe and avoid the affected area. Stay tuned for further updates. #LandslideAlert #StaySafe #Darchula"
7,Gandaki,Kaligandagi,Landslide,Syangja,9/26/2021,"Landslide at Aadhimuhan, Kaligandagi Rural Municipality-7","🚨 Urgent Alert 🚨

Attention residents of Gandaki Province!

A devastating landslide has occurred at Aadhimuhan, Kaligandagi Rural Municipality-7 in Syangja district. Please exercise extreme caution and stay away from the affected area.

Stay tuned for updates and follow the instructions provided by local authorities. Our thoughts are with the affected community.

#LandslideAlert #StaySafe #GandakiProvince #SyangjaDistrict"
8,Lumbini,Resunga,Landslide,Gulmi,9/22/2021,"Landslide at Thumka, Resunga Municipality-8","🚨 Urgent Alert! 🚨

A devastating landslide has occurred at Thumka, Resunga Municipality-8 in Gulmi district, Lumbini Province. Please stay safe and take necessary precautions. Our thoughts are with the affected community. 🙏 #Landslide #StaySafe #Gulmi #ResungaMunicipality"
10,Lumbini,Resunga,Landslide,Gulmi,9/22/2021,"Landslide at Mohorai, Resunga Municipality-10","🚨 Urgent Notice 🚨

We regret to inform you that a devastating landslide has occurred at Mohorai, Resunga Municipality-10, Gulmi District. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. #LandslideAlert #StaySafe #GulmiStrong"
1,Sudurpashchim,Gaumul,Landslide,Bajura,9/21/2021,"Landslide at Chamarya, Gaumul Rural Municipality-1","🚨 Urgent Update 🚨

A devastating landslide has occurred at Chamarya, Gaumul Rural Municipality-1 in Bajura District, Sudurpashchim Province. We are closely monitoring the situation and will provide more information as it becomes available. Please stay safe and keep the affected residents in your thoughts. #LandslideAlert #StaySafe"
2,Karnali,Bheri,Landslide,Jajarkot,9/21/2021,"Landslide at Gard Ransi, Bheri Municipality-2","🚨 Urgent Alert: Landslide at Gard Ransi, Bheri Municipality-2 🚨

🌧️ A massive landslide has occurred in Gard Ransi, Bheri Municipality-2, Jajarkot. Please stay safe and avoid the affected area.

📅 Incident Date: 9/21/2021
📍 Province: Karnali
🏞️ District: Jajarkot
🏢 Municipality: Bheri
🏘️ Ward: 2

Let's keep the affected individuals in our thoughts and prayers. Stay tuned for updates and safety guidelines. 🙏 #Landslide #StaySafe"
8,Karnali,Sanni Tribeni,Landslide,Kalikot,9/21/2021,Landslide at Sanni Tribeni Rural Municipality-8,"🚨 Urgent Alert 🚨

🌍 Landslide at Sanni Tribeni Rural Municipality-8 🌍

🚧 A devastating landslide occurred in Sanni Tribeni Rural Municipality-8, Kalikot District, Karnali Province on 9/21/2021. 🚧

🙏 Our thoughts and prayers go out to the affected community. Stay safe and be vigilant. 🙏

#Landslide #SanniTribeni #Kalikot #Karnali"
11,Karnali,Chhedagad,Landslide,Jajarkot,9/8/2021,"Landslide at Melkhani, Chhedagad Municipality-11","🚨 Urgent Notice 🚨 

Attention all residents of Jajarkot, Karnali Province! 

We regret to inform you about a recent landslide incident that occurred in Melkhani, Chhedagad Municipality-11 on 9/8/2021. Please be cautious and stay safe. Our thoughts are with the affected community. 🙏

#LandslideAlert #StaySafe #Jajarkot #KarnaliProvince"
3,Bagmati,Gokarneshwor,Landslide,Kathmandu,9/7/2021,"Landslide at sunthakhani, Gokarneshwor Municipality-3","🚨 Urgent Notice 🚨

Attention residents of Gokarneshwor Municipality-3, Kathmandu! 

We regret to inform you about a devastating landslide that occurred in Sunthakhani today. Please exercise extreme caution and stay away from the affected area until further notice. 

Stay safe and keep an eye out for updates from the authorities. Our thoughts are with everyone affected by this unfortunate incident. 🙏

#LandslideAlert #StaySafe #GokarneshworMunicipality3 #Kathmandu #BagmatiProvince"
