Ward,Province,Municipality,Hazard,District,Incident on,Title,instagram_status
3,Bagmati,Bhimphedi,Landslide,Makwanpur,6/27/2021,"Landslide at Pandrang, Bhimphedi Rural Municipality-3","🚨 Urgent Update! 🚨

💔 Devastating Landslide at Pandrang, Bhimphedi Rural Municipality-3 💔

🌧️ A massive landslide struck Pandrang, Bhimphedi Rural Municipality-3 on 6/27/2021. Our hearts go out to the affected families and the entire community.

📍 Location: Bhimphedi Rural Municipality-3, Makwanpur, Bagmati Province

🙏 Let's come together and extend our support to those affected by this natural disaster. Stay strong, Bhimphedi!

#LandslideAlert #Bhimphedi #Makwanpur #BagmatiProvince #StayStrong"
1,Karnali,Simta,Landslide,Surkhet,6/24/2021,"Landslide at Lugai, Simta Rural Municipality-1","🚨 Urgent Update 🚨

💔 Heartbreaking News 💔

A devastating landslide has struck Lugai in Simta Rural Municipality-1, Surkhet. Our thoughts and prayers go out to all those affected by this tragedy. Stay strong, Simta! 🙏

#Landslide #Emergency #SimtaStrong #PrayersForSurkhet"
1,Karnali,Tila,Landslide,Jumla,6/24/2021,"Landslide at Lampata, Tila Rural Municipality-1","🚨 Urgent Update! 🚨 

💔 Landslide at Lampata, Tila Rural Municipality-1 💔

🌍 Province: Karnali
📍 District: Jumla
🏢 Municipality: Tila
🏘️ Ward: 1

📆 Incident Date: 6/24/2021

🙏 Our thoughts are with the affected community. Stay safe and stay tuned for more updates. #Landslide #EmergencyResponse #StaySafe"
7,Lumbini,Rolpa,Landslide,Rolpa,6/23/2021,"Landslide at Dangdung, Rolpa Municipality-7","🚨 Urgent Update 🚨

Title: Landslide at Dangdung, Rolpa Municipality-7

🌍 Hazard: Landslide
📅 Incident Date: 6/23/2021
📍 Province: Lumbini
🏞️ District: Rolpa
🏢 Municipality: Rolpa
🏢 Ward: 7

Please stay safe and avoid the affected area. Our thoughts are with everyone affected by this natural disaster. 🙏 #LandslideAlert #StaySafe #RolpaStrong"
8,Lumbini,Rolpa,Landslide,Rolpa,6/23/2021,"Landslide at Tallo Namli, Rolpa Municipality-8","🚨 Urgent Update 🚨
Title: Landslide at Tallo Namli, Rolpa Municipality-8

💔 Our hearts go out to the residents of Tallo Namli in Rolpa, Lumbini Province. A devastating landslide occurred on 6/23/2021, affecting Ward 8 of Rolpa Municipality. 

🙏 Let's keep the affected families in our thoughts and prayers during this challenging time. Stay safe, everyone! #Landslide #RolpaStrong #StaySafe"
9,Lumbini,Rolpa,Landslide,Rolpa,6/22/2021,"Landslide at Hwama, Rolpa Municipality-9","🚨 Urgent Update 🚨

🌧️ Landslide at Hwama, Rolpa Municipality-9 🌧️

📅 Incident on: 6/22/2021
📍 Province: Lumbini
🗺️ District: Rolpa
🏢 Municipality: Rolpa
🚩 Ward: 9

Stay safe, everyone! Our thoughts are with the affected community. 🙏 #Landslide #StaySafe #RolpaMunicipality"
2,Koshi,Yangwarak,Landslide,Panchthar,6/21/2021,Landslide at Yangwarak Rural Municipality-2,"🚨 Urgent Update! 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide occurred at Yangwarak Rural Municipality-2 in Panchthar district, Koshi province. Stay safe and stay tuned for further updates. #LandslideAlert #StaySafe #YangwarakMunicipality"
4,Sudurpashchim,Mahakali_Darchula,Landslide,Darchula,6/20/2021,"Landslide at Malbela, Mahakali_Darchula Municipality-4","🚨 Urgent Alert! 🚨

A devastating landslide has occurred at Malbela, Mahakali_Darchula Municipality-4 in Darchula district, Sudurpashchim province. Please stay safe and avoid the affected area. Our thoughts are with the affected community. 🙏 #LandslideAlert #Darchula #StaySafe"
1,Gandaki,Pokhara Lekhnath,Landslide,Kaski,6/20/2021,"Landslide at Yamdi, Pokhara Lekhnath Metropolitan City-1","🚨 New Update 🚨 

🌍 Landslide at Yamdi, Pokhara Lekhnath Metropolitan City-1 🌍

📅 Incident on: 6/20/2021
📍 Province: Gandaki
🏞️ District: Kaski
🏙️ Municipality: Pokhara Lekhnath
🏢 Ward: 1

Stay safe and stay tuned for more updates! 🙏🏼 #LandslideAlert #SafetyFirst #StayInformed"
4,Gandaki,Thasang,Landslide,Mustang,6/20/2021,"Landslide at Ghopte Bhir, Thasang Rural Municipality-4","🚨 Urgent Announcement 🚨

Title: Landslide at Ghopte Bhir, Thasang Rural Municipality-4

We regret to inform you that a devastating landslide has occurred at Ghopte Bhir in Thasang Rural Municipality-4, Mustang. Please exercise caution and stay away from the affected area.

📅 Incident Date: 6/20/2021
📍 Province: Gandaki
📍 District: Mustang
📍 Municipality: Thasang
📍 Ward: 4

Our thoughts are with the affected community. Stay safe and stay tuned for more updates.

#LandslideAlert #StaySafe #MustangStrong #ThasangRuralMunicipality"
6,Bagmati,Ichchhyakamana,Landslide,Chitwan,6/19/2021,"Landslide at Jalbire, Ichchhyakamana Rural Municipality-6","🚨 Urgent Update 🚨 

🌧️ Landslide Alert 🌧️

📍 Jalbire, Ichchhyakamana Rural Municipality-6

A devastating landslide occurred on 6/19/2021 in the beautiful district of Chitwan, Bagmati Province. Our thoughts and prayers go out to the affected community in Ichchhyakamana Ward 6. 

Please stay safe and follow the instructions provided by local authorities. 🙏

#LandslideAlert #ChitwanLandslide #StaySafe #PrayersForIchchhyakamana"
9,Karnali,Simta,Landslide,Surkhet,6/19/2021,"Landslide at Khanma, Simta Rural Municipality-9","🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide has occurred at Khanma, Simta Rural Municipality-9, Surkhet. Stay safe and be cautious! Our thoughts are with the affected community. #LandslideAlert #StaySafe #SimtaRuralMunicipality #Surkhet #Nepal"
1,Sudurpashchim,Dipayal Silgadi,Landslide,Doti,6/19/2021,"Landslide at Sirkholasaina, Dipayal Silgadi Municipality-1","🚨 Urgent Notice 🚨

🌍 Landslide Alert 🌍

📍 Sirkholasaina, Dipayal Silgadi Municipality-1

📆 Incident Date: 6/19/2021

🏞️ Province: Sudurpashchim
🏙️ District: Doti
🏢 Municipality: Dipayal Silgadi
🏘️ Ward: 1

🚧 A devastating landslide has occurred in Sirkholasaina, posing a serious threat to the local community. Please take necessary precautions and stay safe!

#LandslideAlert #StaySafe #DipayalSilgadi #Doti #Nepal"
2,Bagmati,Bhotekoshi,Landslide,Sindhupalchok,6/19/2021,"Landslide at Chitre Bazar, Bhotekoshi Rural Municipality-2","🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

📍 Chitre Bazar, Bhotekoshi Rural Municipality-2

📅 Incident Date: 6/19/2021

🌍 Province: Bagmati
🏞️ District: Sindhupalchok
🏢 Municipality: Bhotekoshi
🏘️ Ward: 2

Stay safe, everyone! 🙏 Keep an eye out for further updates. #LandslideAlert #StaySafe #Sindhupalchok"
6,Sudurpashchim,Byas,Landslide,Darchula,6/18/2021,"Landslide at Tangle, Byas Rural Municipality-6","🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide has struck Tangle, Byas Rural Municipality-6 in Darchula District, Sudurpashchim Province. Please stay safe and avoid the affected area. Our thoughts are with the residents of Ward 6. 🙏 #LandslideAlert #StaySafe #ByasMunicipality #DarchulaDistrict"
5,Gandaki,Hupsekot,Landslide,Nawalparasi East,6/18/2021,"Landslide at Pangre, Hupsekot Rural Municipality-5","🚨 Urgent Alert 🚨

📍 Location: Pangre, Hupsekot Rural Municipality-5
🌍 Province: Gandaki
🏞️ District: Nawalparasi East
🏢 Municipality: Hupsekot
🌧️ Hazard: Landslide

📅 Incident Date: 6/18/2021

Attention everyone! A devastating landslide has occurred in Pangre, Hupsekot Rural Municipality-5. Our thoughts are with the affected community. Stay safe and stay tuned for updates. 🙏 #LandslideAlert #StaySafe #NawalparasiEast #HupsekotRuralMunicipality"
3,Sudurpashchim,Marma,Landslide,Darchula,6/18/2021,"Landslide at Gokuleshwar, Marma Rural Municipality-3","🚨 Urgent Update 🚨

💔 Devastating Landslide at Gokuleshwar, Marma Rural Municipality-3 💔

🌧️ A massive landslide occurred in Gokuleshwar, Darchula, Sudurpashchim Province on 6/18/2021. Our thoughts are with the affected community.

🆘 Authorities are working tirelessly to provide immediate assistance and support to the affected families. Let's keep them in our prayers and extend a helping hand if possible.

#LandslideAlert #PrayForGokuleshwar #SupportingTheAffected #StaySafeDarchula"
6,Sudurpashchim,Talkot,Landslide,Bajhang,6/18/2021,"Landslide at Rajada, Talkot Rural Municipality-6","🚨 Urgent Update 🚨

🌧️ Landslide at Rajada, Talkot Rural Municipality-6 🏔️

⚠️ A devastating landslide occurred in Rajada, Talkot Rural Municipality-6. Our thoughts are with the affected community during this difficult time.

📅 Incident Date: 6/18/2021
📍 Province: Sudurpashchim
🏞️ District: Bajhang
🏙️ Municipality: Talkot
🏘️ Ward: 6

🙏 Let's come together and support the affected families. Stay safe, everyone! 🤝

#LandslideAlert #EmergencyUpdate #StaySafe #SupportingCommunities"
8,Karnali,Simta,Landslide,Surkhet,6/18/2021,"Landslide at Sahu Khola, Simta Rural Municipality-8","🚨 Breaking News 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide struck Sahu Khola in Simta Rural Municipality-8, Surkhet District, Karnali Province. Stay safe, everyone! 🙏 #LandslideAlert #StaySafe #SimtaRuralMunicipality #SurkhetDistrict #KarnaliProvince"
4,Sudurpashchim,Gaumul,Landslide,Bajura,6/18/2021,"Landslide at Gadura, Gaumul Rural Municipality-4","🚨 Urgent Update 🚨
Title: Landslide at Gadura, Gaumul Rural Municipality-4

We regret to inform you about a devastating landslide that occurred in Gadura, Gaumul Rural Municipality-4. Our thoughts and prayers go out to all those affected by this natural disaster. Stay safe and stay strong, Gaumul! 💔🙏

#LandslideAlert #PrayersForGaumul #StaySafe"
1,Sudurpashchim,Swami Kartik,Landslide,Bajura,6/18/2021,"Landslide at Muktikot, Swami Kartik Rural Municipality-1","🚨 Urgent Alert 🚨

🌧️ Landslide at Muktikot, Swami Kartik Rural Municipality-1 🏔️

📅 Incident on: 6/18/2021
📍 Province: Sudurpashchim
🏞️ District: Bajura
🏙️ Municipality: Swami Kartik
🌍 Ward: 1

Stay safe and watch out for updates! 🙏 #LandslideAlert #SafetyFirst #StayInformed"
6,Lumbini,Malarani,Landslide,Arghakhanchi,6/17/2021,"Landslide at Sakindhara, Malarani Rural Municipality-6","🚨 Urgent Update 🚨
A devastating landslide has occurred at Sakindhara, Malarani Rural Municipality-6, Arghakhanchi. Stay safe and alert, everyone! 🙏 #LandslideAlert #StaySafe #Arghakhanchi"
6,Karnali,Khandachakra,Landslide,Kalikot,6/17/2021,"Landslide at Molfa, Khandachakra Municipality-6","🚨 Urgent Update 🚨

💔 Landslide Strikes Molfa, Khandachakra Municipality-6 💔

📅 Incident Date: 6/17/2021
📍 Province: Karnali
📍 District: Kalikot
📍 Municipality: Khandachakra
📍 Ward: 6

🚧 A devastating landslide has hit Molfa, causing significant damage to the area. Our thoughts and prayers go out to all affected by this natural disaster. Stay safe, everyone! 🙏

#Landslide #Molfa #Khandachakra #Kalikot #Karnali #StaySafe"
5,Sudurpashchim,Dipayal Silgadi,Landslide,Doti,6/17/2021,"Landslide at Jadinge, Dipayal Silgadi Municipality-5","🚨 Urgent Update 🚨

Title: Landslide at Jadinge, Dipayal Silgadi Municipality-5

🌍 Province: Sudurpashchim
📍 District: Doti
🏢 Municipality: Dipayal Silgadi
🔺 Ward: 5

⚠️ A devastating landslide struck Jadinge on 6/17/2021. Our thoughts are with the affected community. Stay tuned for more updates and ways to support. 🙏🏼 #Landslide #EmergencyResponse #DotiStrong"
2,Lumbini,Rapti Sonari,Landslide,Banke,6/17/2021,Landslide at Rapti Sonari Rural Municipality-2,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

📍 Rapti Sonari Rural Municipality-2, Banke, Lumbini 📍

A devastating landslide occurred in Rapti Sonari Rural Municipality-2. Please exercise caution and stay away from the affected area. Our thoughts are with the affected residents. Stay safe, everyone! 🙏

#LandslideAlert #StaySafe #RaptiSonari #Banke #Lumbini"
8,Gandaki,Galyang,Landslide,Syangja,6/16/2021,"Landslide at Karadi, Galyang Municipality-8","🚨 Urgent Update 🚨

📢 Landslide Alert 📢

📍 Karadi, Galyang Municipality-8, Syangja

A massive landslide has occurred in Karadi, Galyang Municipality-8, Syangja. Please exercise extreme caution and avoid the affected area. Stay safe, everyone!

🚧 Incident Date: 6/16/2021
🌍 Province: Gandaki
🏞️ District: Syangja
🏙️ Municipality: Galyang
🏢 Ward: 8

#LandslideAlert #StaySafe #KaradiLandslide #GalyangMunicipality #Syangja #Gandaki"
7,Gandaki,Baglung,Landslide,Baglung,6/16/2021,"Landslide at Pairabari, Baglung Municipality-7","🚨 Urgent Update 🚨

🌧️ Landslide at Pairabari, Baglung Municipality-7 🌧️

📅 Incident Date: 6/16/2021
📍 Location: Baglung, Gandaki Province
🏢 Municipality: Baglung
🔴 Ward: 7

Please stay safe and avoid the affected area. Our thoughts are with the residents of Baglung during this challenging time. 🙏 #LandslideAlert #StaySafeBaglung"
3,Sudurpashchim,K I Singh,Landslide,Doti,6/16/2021,"Landslide at Anahagadh, K I Singh Rural Municipality-3","🚨 Urgent Update! 🚨

🌧️ Landslide Alert! 🌧️

Title: Landslide at Anahagadh, K I Singh Rural Municipality-3

📅 Incident Date: 6/16/2021
📍 Location: Anahagadh, K I Singh Rural Municipality-3, Doti

🚧 Attention everyone in Sudurpashchim Province! A landslide has occurred in Anahagadh, K I Singh Rural Municipality-3. Please exercise extreme caution and stay away from the affected area.

🙏 Our thoughts are with the residents of K I Singh Rural Municipality-3, Doti. Stay safe and stay informed!

#LandslideAlert #StaySafe #Doti #Sudurpashchim"
2,Karnali,Patrasi,Landslide,Jumla,6/16/2021,"Landslide at Lekhidhunga, Patrasi Rural Municipality-2","🚨 Urgent Alert 🚨

📢 Landslide at Lekhidhunga, Patrasi Rural Municipality-2 🏞️

🚧 A devastating landslide occurred in Lekhidhunga, Patrasi Rural Municipality-2, Jumla. Our thoughts are with the affected community.

📅 Incident Date: 6/16/2021
📍 Province: Karnali
🏢 District: Jumla
🏘️ Municipality: Patrasi
🏞️ Ward: 2

🙏 Stay safe, everyone! Let's support each other during this challenging time. #LandslideAlert #StaySafe #JumlaStrong"
5,Lumbini,Satyawati,Landslide,Gulmi,6/16/2021,"Landslide at Hasara, Satyawati Rural Municipality-5","🚨 Urgent Update 🚨

A devastating landslide has occurred at Hasara, Satyawati Rural Municipality-5 in Gulmi district, Lumbini province. Our thoughts are with the affected community. Stay safe, everyone! 💔🙏

#LandslideAlert #Gulmi #SatyawatiRuralMunicipality #StaySafe #PrayersForHasara"
3,Lumbini,Kaligandaki,Landslide,Gulmi,6/16/2021,"Landslide at Mulka, Kaligandaki Rural Municipality-3","🚨 Urgent Update 🚨 

Landslide Alert! A devastating landslide has occurred at Mulka, Kaligandaki Rural Municipality-3 in Gulmi district, Lumbini Province. Please stay safe and avoid the affected area. Our thoughts are with the residents of Kaligandaki Ward 3. #LandslideAlert #StaySafe #GulmiStrong"
5,Gandaki,Tara Khola,Landslide,Baglung,6/16/2021,"Landslide at Bhirkuna, Tara Khola Rural Municipality-5","🚨 Urgent Alert! 🚨 A devastating landslide has occurred at Bhirkuna, Tara Khola Rural Municipality-5 in Baglung district, Gandaki Province. Stay safe and follow the instructions from local authorities. Our thoughts are with the affected community. 🙏 #Landslide #Baglung #Gandaki #StaySafe"
4,Lumbini,Sarumarani,Landslide,Pyuthan,6/15/2021,"Landslide at Kharekhola, Sarumarani Rural Municipality-4","🚨 Urgent Update 🚨

💔 Landslide at Kharekhola, Sarumarani Rural Municipality-4 💔

We regret to inform you that a devastating landslide occurred in Kharekhola, Sarumarani Rural Municipality-4. Our hearts go out to the affected community.

📅 Incident Date: 6/15/2021
📍 Province: Lumbini
🏞️ District: Pyuthan
🏘️ Municipality: Sarumarani
🏢 Ward: 4

Please stay tuned for further updates and let's keep the affected community in our thoughts during this difficult time. 🙏

#Landslide #EmergencyAlert #StaySafe #PrayersForKharekhola"
5,Bagmati,Gosaikunda,Landslide,Rasuwa,6/15/2021,"Landslide at Sapru, Gosaikunda Rural Municipality-5","🚨 Urgent Update! 🚨

🌧️ Landslide at Sapru, Gosaikunda Rural Municipality-5 🌧️

📅 Incident on: 6/15/2021
📍 Province: Bagmati
🏞️ District: Rasuwa
🏢 Municipality: Gosaikunda
🏘️ Ward: 5

⚠️ A devastating landslide has occurred in Sapru, Gosaikunda Rural Municipality-5. Our thoughts are with the affected community. Stay tuned for more updates and safety precautions.

#LandslideAlert #StaySafe #RasuwaStrong #GosaikundaMunicipality #PrayersForSapru"
2,Gandaki,Madi,Landslide,Kaski,6/15/2021,"Landslide at SetiKhola, Madi Rural Municipality-2","🚧 Landslide Alert 🚧

📍 SetiKhola, Madi Rural Municipality-2
🌍 Gandaki Province, Kaski District
🏢 Madi Municipality, Ward 2

⚠️ A devastating landslide occurred on 6/15/2021 in SetiKhola. Our thoughts are with the affected community. Stay safe and vigilant!

#LandslideAlert #StaySafe #MadiRuralMunicipality #GandakiProvince #KaskiDistrict"
