text,target
Hopes fade for any more survivors in Albania quake; 40 dead Albania. Albania earthquake. Albania earthquake. Albania earthquake. Albanian. Albania earthquake. Pray for Albania  Albanian earthquake ,1
Totally agree. I believe President 's landslide reelection victory shows it's possible 2 build a global coalition 4â€¦,0
"News just in: Demolition Exercise ongoing at kawukude near Gold House Our Correspondent, Sarah has joined us on phone â˜Žï¸ toâ€¦",0
Exit consulted three international experts to ask about the current situation and aftershocks. Albania earthquake Albanian earthquake Tirana LastQuake Dr Wendy Rocks Stephen Hicks,1
"ðŸš¨ Breaking News ðŸš¨ 
Flood alert in Brindaban Municipality-6, Rautahat, Madhesh. Stay safe and take necessary precautions! #Floods #BrindabanMunicipality #Rautahat #Madhesh",1
"Given that https://t.co/pL7Hv3nvJ6 includes self-management strategies, removal access to means, social/emotional sâ€¦ https://t.co/vJsTbNaJ8x",0
Plastic bags! But the body bags are the real issue . GTFOH,0
1 and Iâ€™m gonna need the stretcher after that first tackle!,0
"ðŸŒŠ Flood Alert! ðŸŒŠ

ðŸ“ Harinagar, Biratnagar Metropolitan City-1
ðŸ“… Incident Date: 7/11/2019
ðŸŒ Province: Koshi
ðŸžï¸ District: Morang
ðŸ¢ Municipality: Biratnagar
ðŸŒ† Ward: 1

ðŸš¨ Urgent Update: Harinagar is currently experiencing severe flooding. Stay safe and follow local authorities' instructions. Our thoughts are with everyone affected. ðŸ™ #FloodAlert #StaySafe #HarinagarStrong",1
Day 1 at the gym ðŸ˜‚https://t.co/FiZLBmhAXl,0
I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,0
"It doesnâ€™t matter if it was one person or several hundred people, anyone who starts a fire onâ€¦",0
"On July 4th, 2023, Thasang Rural Municipality-2 in Mustang District, Gandaki Province, experienced a devastating flood. Hundreds of homes and properties have been destroyed. Rescue operations are currently underway to help those affected by the natural disaster.",1
The Left will try to ruin his career now. https://t.co/jvXSjFyUb6,0
"Yep, makes my blood boil. Iâ€™d like to strip them if their weapons and parachute them in the plains, letâ€¦ https://t.co/CTXx0HHG4i",0
I want to help you with my projeâ€¦ https://t.co/cw16DxeQZo,0
Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/vRAdkSZaLn,1
Makes logical sense so why are we exiting #EU27? Madness &amp; its the biggest mistake by any nâ€¦,0
FACT: Anthony Joshua began his boxing career the same time Wilder turned pro. The older pro has just one belt scrambled fâ€¦,0
Silsby was the founder of The New Life Childrenâ€™s Refuge. This NGOâ€™s goal was to rescue children orphaned by natural disasâ€¦,0
"ðŸš¨ Breaking News ðŸš¨ 

An earthquake has struck Phaktanglung Rural Municipality-6 in Taplejung district of Koshi province! ðŸŒðŸ”¥

ðŸ“… Incident Date: 4/25/2015
ðŸ“ Location: Phaktanglung, Taplejung

Please stay safe and follow all safety guidelines provided by the authorities. Our thoughts are with everyone affected by this natural disaster. ðŸ™ðŸ’”

#Earthquake #Phaktanglung #Taplejung #StaySafe",1
"Oh dear, our conversation has completely derailed, has it not?",0
"Forced to develop locally made missiles fired from Apache helicopters after Obama halted sales to Israel in 2014, Iâ€¦ https://t.co/Ha5cNQZPMZ",0
"Mother found cradling her eight-year-old daughter's body in rubble after Albanian earthquake, begs rescuers to let her die with her child before suffering a fatal haemorrhage in hospital ",1
"ðŸš¨ Urgent Announcement ðŸš¨

A massive landslide has occurred at Chichila Bajar, Chichila Rural Municipality-1, in Sankhuwasabha district. Please exercise caution and stay away from the affected area. Authorities are working diligently to ensure everyone's safety. Stay tuned for further updates. #LandslideAlert #StaySafe #ChichilaRuralMunicipality",1
@brookepatty Stuck at school? Grissom = prison/ultimate tornado shelter haha!,0
"Continuous disregard of the pathetic and faulty systems at large, #GSTcommonportal needs 2 be augmented &amp; updated. Deparâ€¦",0
Oh you can all stop saying this movie should get it....blizzard makes better cut scenes in almost every game it makes.,0
"Flash Flood Hits Bhume Rural Municipality

On June 24, 2023, an unexpected flash flood hit Bhume Rural Municipality in Rukum East, Lumbini. Wards 8 and 6 were partially affected. The municipality is on high alert as there is still risk of more floods in the coming days. The government is undertaking measures to address the situation.",1
"ðŸš¨ Urgent Alert ðŸš¨
Flood hits Phungling Municipality-1 in Taplejung District, Koshi Province. Stay safe and follow local authorities' instructions. ðŸŒŠ #FloodAlert #PhunglingFlood #SafetyFirst",1
"Flood wreaked havoc at Kawakhola of Chainpur Municipality-11, Sankhuwasabha on June 17, 2023. Flood severely damaged the infrastructure of the province.",1
"A powerful landslide occurred on July 4, 2023 at Nanglapa of Phidim Municipality-7 located in Panchthar District of Province Koshi. The landslide caused major destruction and loss of lives. Detailed information on casualties and damage is yet to be ascertained.",1
10am: Lee Hurst 11am: Black &amp; White Minstrel Show 12: Roger Daltrey (solo set) 1pm: Morrissey (w. Black &amp; White Minstrels)â€¦,0
"On July 1, a large landslide occurred at Barha Kila in Thakre Rural Municipality-2 in Dhading district of Bagmati province. The nearby houses were totally damaged while many were displaced due to the impact of the landslide. An investigation is underway to determine the exact cause of the disaster.",1
"You know hurricane coverage has reached outer limit when headline reads ""Vanilla Ice Intends to Ride Out Hurricane Matthew."" LMAO. We care?",0
YESSSSSSS MY TWO WORLDS HAVE COLLIDED https://t.co/nU5CKNH3de,0
"ðŸš¨ Urgent Update ðŸš¨

Attention everyone in Lumbini Province, Bardiya District! ðŸŒŠ

A devastating flood has hit Shanti Bazar in Geruwa Rural Municipality-3. Please stay safe and take necessary precautions. ðŸ™

#FloodAlert #StaySafe #BardiyaDistrict #GeruwaRuralMunicipality",1
xeltes played World of Warcraft (Blizzard) in the last 24 hours https://t.co/7Qvvbxc59M #exophase,0
"ðŸ”¥ Forest Fire Alert! ðŸ”¥

Stay informed, residents of Nepalgunj Submetropolitan City-23! A forest fire has been reported in Bhajipuruwa. Please remain cautious and take necessary precautions to ensure your safety. Follow local authorities' instructions closely. #ForestFire #Nepalgunj #StaySafe",1
"I don't know what the next posterity will be like because the forest, ocean are polluted, on fire.",0
In case this happens again. And in case the radiation emergency isnâ€™t a drill but the threat is real. Hereâ€™s a helpful weâ€¦,0
"On June 17th, 2023, Chainpur Municipality 1 in Sankhuwasabha district was hit by a flood. The flood affected people of Nundhaki-Bihibare with damaged walls and trees swept away from their homes. The local authorities have been mobilized to help the affected people and intervene in the situation.",1
Airbnb offering free housing to Hurricane Dorian victims | Miami Herald https://www.miamiherald.com/news/weather/hurricane/article234632627.html …,0
Decided to learn wood burning https://t.co/hQR7JwhHVy,0
"ðŸ”¥ Forest Fire Alert ðŸ”¥
ðŸ“ Incident: Forest Fire at Bhandariwada, Chandannath Municipality-2, Jumla
ðŸ“… Date: 2022-06-19
ðŸŒ Province: Karnali
ðŸš’ Authorities are working to control the fire. Stay safe and follow instructions from local authorities. #ForestFire #Jumla",1
"ðŸš¨ ALERT: Landslide reported at Dhansar, Inaruwa Municipality-8, Sunsari District, Koshi Province. Please stay safe and follow local authorities' instructions. #Landslide #SafetyFirst #Inaruwa #Sunsari",1
The guy next to me is texting people â€œarson fact fileâ€ bushfire conspiracy theories ðŸ¤ªðŸ™ƒ,0
"ðŸŒŠðŸš¨ Flood Alert! ðŸš¨ðŸŒŠ

ðŸ“ Hoklabari, Kanepokhari Rural Municipality-1, Morang

ðŸ“… Incident Date: 7/14/2019

ðŸŒ Province: Koshi

ðŸžï¸ District: Morang

ðŸ˜ï¸ Municipality: Kanepokhari

ðŸ˜ï¸ Ward: 1

Stay safe and take necessary precautions! ðŸ™ #FloodAlert #StaySafe #Kanepokhari #Morang",1
Tbh I would have crushed it. Fuck those evil shits.,0
"I always had a certain degree of respect for sex workers, but your video I guess made me more openâ€¦ https://t.co/n1ovabk4x0",0
Just as Bomber Harris predicted. They sowed the seeds and will reap the whirlwind.,0
"ðŸš¨ Urgent Alert ðŸš¨
Flood hits Leguwa, Mahalaxmi Municipality-4 in Dhankuta district, Koshi province. Stay safe and take necessary precautions. ðŸŒŠ #FloodAlert #Dhankuta #Koshi #StaySafe",1
"ðŸš¨ Urgent Update ðŸš¨

ðŸ“¢ Landslide Alert ðŸ“¢

Title: Landslide at Taraling, Raksirang Rural Municipality-9

ðŸŒ Province: Bagmati
ðŸ“ District: Makwanpur
ðŸ¢ Municipality: Raksirang
ðŸ˜ï¸ Ward: 9

âš ï¸ A devastating landslide occurred on 7/3/2021 in Taraling. Our thoughts are with the affected community. Stay safe and be cautious in the area.

#LandslideAlert #StaySafe #TaralingStrong #Makwanpur #Raksirang #Bagmati #Ward9",1
Here is a copy of the Whatsapp message of Fr Cedric Prakash being circulated to Christians. A copy my mother forwarded toâ€¦,0
"ðŸš¨ BREAKING NEWS ðŸš¨
A devastating landslide has occurred at Khahare Khola, Pyuthan Municipality-7, Pyuthan District. Stay safe, everyone! ðŸ™ #Landslide #Pyuthan #NaturalDisaster #StaySafe",1
"Australia will have their sin cause forgiven, and new forests and plants will regenerate. And forest fires blown ofâ€¦ https://t.co/5xlZGwxL9J",0
"ðŸ”¥ Forest Fire Alert ðŸ”¥
A devastating forest fire has broken out in Gandhela, Rajpur Rural Municipality-7, Dang, Lumbini Province. Please stay safe and follow local authorities' instructions. #ForestFire #EmergencyAlert",1
Thanks for sharing this important information about how to prevent vehicle-cause wildfires. https://twitter.com/BCTruckingAssoc/status/1032072380804476930¬†‚Ä¶pic.twitter.com/jImzxYYu7i,0
Its crazy and sad to see the current fires happening in the amazon rain forest! I was lucky to visit last year toâ€¦,1
Buhari was all about a section of the North regaining the rulership of the country &amp; establishing a total dominance.â€¦,0
"Another aftershock M 5.2 hit Albania, centred at the Cape of Rodon on the coast, not far from previous epicentres Albania earthquake earthquake Albania Albanian Earthquake",1
"If you sacrifice the President and the Senate President to the active volcano, are you running the risk of more catastrophic explosions?",0
"""THE LEFT IS TURNING OUR KIDS GAY!""",0
"ðŸš¨ Earthquake Alert! ðŸš¨

An earthquake has struck Khandbari Municipality-7 in Sankhuwasabha district, Koshi Province. Stay safe and follow all safety measures. Our thoughts are with everyone affected. #Earthquake #StaySafe #KhandbariMunicipality7",1
"For the Fleetwood Mac song, I think Landslide. You need some Canadian content. ðŸ˜‰ Maybe some Bachman Turner Overdrive?",0
"#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Chaâ€¦ https://t.co/iVuuacsq54",0
"ðŸš¨ Breaking News ðŸš¨
Flood strikes Marfa, Gharapjhong Rural Municipality-4 in Mustang district, Gandaki province. Stay safe and follow local authorities' instructions. #FloodAlert #Mustang #Gandaki",1
"4 years in control of Labour Party, growing to biggest party in Europe. Winning two leadership elections by a landslide. 1â€¦",0
Thank you - you must have been inundated with news of this whilst touring our beautifulâ€¦ https://t.co/EBmakD0W12,0
english articles really be blurring these mfs' faces but when the article is bad and is about x1 they be putting the boysâ€¦,0
Maybe I could be addicted. Iâ€™m not sure. Itâ€™s hard to put down because of that need to know whats going on at thisâ€¦ https://t.co/Rb6lyoM7XH,0
BREAKING: Lose your heart over our final list of extras on our Feb 11th Blu-ray release of 1981's MY BLOODY VALENTINE!â€¦,0
"ðŸš¨ #FloodAlert ðŸš¨

ðŸŒŠ A devastating flood has hit Gogli in Ghorahi Submetropolitan City-4, Dang, Lumbini Province. Stay safe and follow local authorities' instructions. #StaySafe #Ghorahi #Dang #Lumbini #Floods #NaturalDisaster",1
"Iâ€™ve teamed up w/ to auction off an autographed YOGA laptop w/ proceeds going to The 100 Club of San Antonio, helâ€¦",0
Climate change is responsible for forest fires in Australia.,0
A nod to Nowell Parr ... architect of the library the fire station and many other of our fine buildings. (Name of tâ€¦ https://t.co/BuyBbXccLm,0
Anyone else get major anxiety every tine the LastQuake app buzzes? Albania Albanian Albanian earthquake,1
"ðŸŒŠ Flood Alert ðŸŒŠ

ðŸ“ Sarumarani Rural Municipality-4, Pyuthan, Lumbini ðŸ‡³ðŸ‡µ

ðŸ“… Incident Date: 7/7/2018

Stay safe and be prepared for potential flooding in Sarumarani Rural Municipality-4. Take necessary precautions and stay tuned for updates.

#FloodAlert #StaySafe #SarumaraniRuralMunicipality #Pyuthan #Lumbini",1
"ðŸ”¥ Forest Fire Alert! ðŸ”¥

ðŸ“ Amile, Malarani Rural Municipality-2, Arghakhanchi

ðŸ“… Incident Date: 5/16/2021

ðŸŒ Province: Lumbini

ðŸžï¸ District: Arghakhanchi

ðŸ˜ï¸ Municipality: Malarani

ðŸš¨ Urgent action needed! A devastating forest fire has broken out in Amile, Malarani Rural Municipality-2, Arghakhanchi. Our thoughts are with the affected community. Stay safe and follow local authorities' instructions. #ForestFire #EmergencyResponse",1
