,Unnamed: 0,title,hazard,incident_on,province,district,municipality,ward,text,target
791,791,Landslide at Pokhara Lekhnath Metropolitan City-24,Landslide,6/25/2022,Gandaki,Kaski,Pokhara Lekhnath,24,"🚨 Urgent Alert 🚨

🌧️ A devastating landslide has occurred in Pokhara Lekhnath Metropolitan City-24, Kaski District, Gandaki Province. Please stay safe and vigilant!

📅 Incident Date: 6/25/2022
📍 Location: Ward 24, Pokhara Lekhnath Municipality

🚧 Authorities are actively responding to the situation. Remember to follow their instructions and take necessary precautions. Our thoughts are with everyone affected by this natural disaster. Stay strong, Pokhara Lekhnath! 💪

#Landslide #EmergencyResponse #StaySafe #PokharaLekhnath #Kaski #Gandaki",1
792,792,Landslide at Pokhara Lekhnath Metropolitan City-23,Landslide,6/25/2022,Gandaki,Kaski,Pokhara Lekhnath,23,"🚨 Urgent Update 🚨

A devastating landslide has occurred at Pokhara Lekhnath Metropolitan City-23, Kaski District, Gandaki Province. Please stay safe and avoid the affected areas. Our thoughts are with the residents and authorities dealing with this natural disaster. 🙏 #Landslide #StaySafe #PokharaLekhnathMetropolitanCity23 #KaskiDistrict #GandakiProvince",1
793,793,"Landslide at Sirpali, Annapurna Rural Municipality-1",Landslide,6/25/2022,Gandaki,Kaski,Annapurna,1,"🚨 Urgent Update 🚨

Attention everyone in Gandaki Province, Kaski District! 🌧️⛰️

A massive landslide has occurred in Sirpali, Annapurna Rural Municipality-1. Please take immediate precautions and stay safe. 🙏

#LandslideAlert #StaySafe #GandakiProvince #KaskiDistrict",1
794,794,"Landslide at SALGHARI, Pokhara Lekhnath Metropolitan City-16",Landslide,6/25/2022,Gandaki,Kaski,Pokhara Lekhnath,16,"🚨 Urgent Alert 🚨

A devastating landslide occurred at SALGHARI in Pokhara Lekhnath Metropolitan City-16. Please exercise caution and stay away from the affected area. Our thoughts are with the residents of Gandaki Province, Kaski District, and Pokhara Lekhnath Municipality Ward 16. Stay safe everyone! #Landslide #StaySafe #PrayersForNepal",1
795,795,"Landslide at Ghumle, Madi Rural Municipality-12",Landslide,6/25/2022,Gandaki,Kaski,Madi,12,"🚨 Urgent Notice 🚨

Attention everyone! A landslide has occurred at Ghumle, Madi Rural Municipality-12 in Kaski district of Gandaki province. Please stay safe and avoid the affected area. Our thoughts are with the people of Madi ward 12. #StaySafe #LandslideAlert #Ghumle #MadiRuralMunicipality12 #KaskiDistrict #GandakiProvince",1
796,796,"Landslide at Samekham, Meringden Rural Municipality-4",Landslide,6/20/2022,Koshi,Taplejung,Meringden,4,"🚨 Urgent Alert 🚨

🌧️ A devastating landslide occurred in Samekham, Meringden Rural Municipality-4, Taplejung District, Koshi Province today.

🔴 Please exercise caution and avoid the affected area until further notice.

🙏 Our thoughts and prayers are with the residents affected by this natural disaster. Stay safe!

#Landslide #Taplejung #Meringden #SafetyFirst",1
797,797,Landslide at Chichila Rural Municipality-1,Landslide,6/20/2022,Koshi,Sankhuwasabha,Chichila,1,"🚨 Urgent Update 🚨
A devastating landslide has occurred at Chichila Rural Municipality-1 in Sankhuwasabha district, Koshi province. Stay safe and follow local authorities' instructions. #LandslideAlert #StaySafe",1
798,798,"Landslide at Mamankhe, Sirijangha Rural Municipality-6",Landslide,6/20/2022,Koshi,Taplejung,Sirijangha,6,"🚨 Urgent Notice 🚨

A devastating landslide has occurred at Mamankhe, Sirijangha Rural Municipality-6 in Taplejung district. Please exercise caution and stay away from the affected area. Our thoughts and prayers are with the people of Sirijangha ward 6. Stay safe, everyone! 💔 #LandslideAlert #TaplejungStrong #StaySafe",1
799,799,"Landslide at Patigaun, Belbari Municipality-1",Landslide,6/20/2022,Koshi,Morang,Belbari,1,"🚨 Urgent Alert 🚨

A devastating landslide has occurred at Patigaun, Belbari Municipality-1 in Morang district. Please stay safe and keep away from the affected area. Our thoughts and prayers are with the affected families. 🙏

#LandslideAlert #StaySafe #MorangDistrict #BelbariMunicipality",1
800,800,"Landslide at Charkilo, Ichchhyakamana Rural Municipality-6",Landslide,6/18/2022,Bagmati,Chitwan,Ichchhyakamana,6,"🚨 Urgent Announcement 🚨

Attention residents of Charkilo, Ichchhyakamana Rural Municipality-6 in Chitwan District, Bagmati Province! 

We regret to inform you that a devastating landslide has occurred in your area. Please take immediate precautions and stay away from the affected zone. Your safety is our utmost priority. 

Stay tuned for further updates and instructions from the local authorities. Our thoughts are with you during this difficult time. 🙏

#LandslideAlert #StaySafe #ChitwanStrong #IchchhyakamanaRuralMunicipality",1
801,801,"Landslide at Chisapani, Besishahar Municipality-2",Landslide,6/18/2022,Gandaki,Lamjung,Besishahar,2,"🚨 Urgent Update 🚨

A massive landslide has occurred at Chisapani, Besishahar Municipality-2 in Lamjung district. Please exercise caution and stay away from the affected area. Our thoughts are with the residents of Ward 2, Besishahar Municipality. Stay safe, everyone! 🙏🏼 #Landslide #StaySafe #BesishaharMunicipality",1
802,802,"Landslide at Baglungpani, Kwholasothar Rural Municipality-1",Landslide,6/18/2022,Gandaki,Lamjung,Kwholasothar,1,"🚨 Urgent Alert 🚨

A devastating landslide has occurred at Baglungpani in Kwholasothar Rural Municipality-1, Lamjung District, Gandaki Province. Please stay safe and keep away from the affected area. Our thoughts are with the affected community. #Landslide #StaySafe #PrayForBaglungpani",1
803,803,"Landslide at Purankot, Besishahar Municipality-4",Landslide,6/18/2022,Gandaki,Lamjung,Besishahar,4,"🚨 Urgent Alert 🚨

📢 Landslide at Purankot, Besishahar Municipality-4 📢

A devastating landslide has occurred in Purankot, Besishahar Municipality-4, Lamjung. Please stay safe and avoid the affected area.

🌍 Province: Gandaki
🏞️ District: Lamjung
🏢 Municipality: Besishahar
🏘️ Ward: 4

Our thoughts and prayers are with the affected individuals and their families. Stay tuned for updates and take necessary precautions.

#Landslide #Emergency #StaySafe #Besishahar",1
804,804,"Landslide at Borangkhola, Rainas Municipality-1",Landslide,6/18/2022,Gandaki,Lamjung,Rainas,1,"🚨 Urgent Alert 🚨

🌧️ Landslide at Borangkhola, Rainas Municipality-1 🌧️

We regret to inform you that a devastating landslide occurred in Borangkhola, Rainas Municipality-1, Lamjung. 

📅 Incident Date: 6/18/2022
📍 Province: Gandaki
🏢 District: Lamjung
🏙️ Municipality: Rainas
🏢 Ward: 1

Please stay safe and avoid the affected area until further notice. Our thoughts and prayers are with the affected community. 🙏

#LandslideAlert #StaySafe #RainasMunicipality #Lamjung #Gandaki",1
805,805,"Landslide at Taku, Phaktanglung Rural Municipality-2",Landslide,6/18/2022,Koshi,Taplejung,Phaktanglung,2,"🚨 Urgent Update 🚨

📢 Landslide Alert 📢

A massive landslide occurred at Taku, Phaktanglung Rural Municipality-2 in Taplejung district, Koshi Province. Please exercise caution and stay safe! 🙏

#LandslideAlert #StaySafe #Taplejung #KoshiProvince",1
806,806,"Landslide at Okhle, Pathibhara Yangwarak Rural Municipality-4",Landslide,6/17/2022,Koshi,Taplejung,Pathibhara Yangwarak,4,"🚨 Urgent Notice 🚨

🌧️ A devastating landslide has occurred in Okhle, Pathibhara Yangwarak Rural Municipality-4. Our thoughts are with the affected community.

📅 Incident Date: 6/17/2022
📍 Province: Koshi
🏞️ District: Taplejung
🏢 Municipality: Pathibhara Yangwarak
🏘️ Ward: 4

Please stay safe and avoid the affected area. Our teams are working tirelessly to provide necessary assistance. #Landslide #EmergencyResponse",1
807,807,"Landslide at Chichila Bajar, Chichila Rural Municipality-1",Landslide,6/17/2022,Koshi,Sankhuwasabha,Chichila,1,"🚨 Urgent Announcement 🚨

A massive landslide has occurred at Chichila Bajar, Chichila Rural Municipality-1, in Sankhuwasabha district. Please exercise caution and stay away from the affected area. Authorities are working diligently to ensure everyone's safety. Stay tuned for further updates. #LandslideAlert #StaySafe #ChichilaRuralMunicipality",1
808,808,"Landslide at Yangpang, Sirijangha Rural Municipality-5",Landslide,6/17/2022,Koshi,Taplejung,Sirijangha,5,"🚨 Urgent Update 🚨

📢 Landslide Alert 📢

A devastating landslide occurred in Yangpang, Sirijangha Rural Municipality-5, Taplejung district of Koshi province. Please exercise caution and stay safe. Our thoughts and prayers go out to the affected community. #Landslide #Taplejung #StaySafe",1
809,809,"Landslide at Mamankhe, Sirijangha Rural Municipality-6",Landslide,6/17/2022,Koshi,Taplejung,Sirijangha,6,"🚨 Urgent Alert 🚨
A devastating landslide has occurred in Mamankhe, Sirijangha Rural Municipality-6. Please stay safe and avoid the affected area. Our thoughts are with the people of Taplejung during this difficult time. #LandslideAlert #StaySafe #TaplejungStrong 🙏🏼💔",1
810,810,"Landslide at Thyampu, Sidingba Rural Municipality-7",Landslide,6/16/2022,Koshi,Taplejung,Sidingba,7,"🚨 Urgent Alert 🚨

A devastating landslide has occurred at Thyampu, Sidingba Rural Municipality-7 in Taplejung district. Please stay safe and follow the instructions of local authorities. Our thoughts and prayers are with the affected community. 🙏 #Landslide #StaySafe #Taplejung",1
811,811,Landslide at Sirijangha Rural Municipality-6,Landslide,6/16/2022,Koshi,Taplejung,Sirijangha,6,"🚨 Urgent Notice 🚨

🌧️ A devastating landslide has occurred at Sirijangha Rural Municipality-6 in Taplejung district, Koshi province. Our thoughts and prayers go out to all the affected residents.

📅 Incident Date: 6/16/2022
📍 Location: Sirijangha Rural Municipality-6, Taplejung district
💔 Let's stand together and support the affected families during this difficult time. Stay safe, everyone! #Landslide #Taplejung #StaySafe",1
812,812,Landslide at Netrawati Dabjong Rural Municipality-1,Landslide,6/15/2022,Bagmati,Dhading,Netrawati Dabjong,1,"🚨 Urgent Alert 🚨

A devastating landslide has occurred in Netrawati Dabjong Rural Municipality-1, Dhading. Please stay safe and follow the instructions of local authorities. Our thoughts are with everyone affected by this natural disaster. #Landslide #StaySafe #NetrawatiDabjong #Dhading",1
813,813,"Landslide at Sallaghari, Gangajamuna Rural Municipality-6",Landslide,6/15/2022,Bagmati,Dhading,Gangajamuna,6,"🚨 Urgent Notice 🚨

Attention residents of Gangajamuna Rural Municipality-6, Dhading! 

We regret to inform you that a devastating landslide has occurred in Sallaghari. Please exercise caution and stay away from the affected area. The authorities are working diligently to provide assistance and ensure everyone's safety.

Stay tuned for further updates and take necessary precautions to stay safe. Our thoughts are with everyone affected by this unfortunate incident. 🙏

#Landslide #SafetyFirst #Gangajamuna #Dhading #StaySafe",1
814,814,"Landslide at SAKHAR, Anbukhaireni Rural Municipality-4",Landslide,6/15/2022,Gandaki,Tanahu,Anbukhaireni,4,"🚨 Urgent Alert 🚨

A devastating landslide has occurred at SAKHAR, Anbukhaireni Rural Municipality-4 in Tanahu district, Gandaki province. Please stay safe and avoid the affected area. Our thoughts are with the residents of Anbukhaireni Ward-4. #Landslide #StaySafe #Anbukhaireni #Tanahu #Gandaki",1
815,815,"Landslide at Golphinbesi, Bhimphedi Rural Municipality-3",Landslide,6/14/2022,Bagmati,Makwanpur,Bhimphedi,3,"🚨 Urgent Update 🚨

Attention everyone! A devastating landslide has occurred in Golphinbesi, Bhimphedi Rural Municipality-3. Please stay safe and avoid the affected area. Our thoughts and prayers go out to the people of Bagmati province, specifically in Makwanpur district. #StaySafe #LandslideAlert",1
816,816,"Landslide at Thalang, Sirijangha Rural Municipality-1",Landslide,6/14/2022,Koshi,Taplejung,Sirijangha,1,"🚨 Urgent Announcement 🚨

Attention residents of Sirijangha Rural Municipality-1, Taplejung District! 

We regret to inform you that a devastating landslide has occurred in Thalang. Please exercise extreme caution and stay away from the affected area. 

If you require any assistance or have any information to share, please contact the local authorities immediately. Our thoughts are with everyone affected by this unfortunate incident. Stay safe, everyone! 🙏

#LandslideAlert #Taplejung #StaySafe",1
817,817,"Landslide at Daunne, Paribartan Rural Municipality-5",Landslide,6/12/2022,Lumbini,Rolpa,Paribartan,5,"🚨 Urgent Alert 🚨

Attention residents of Daunne, Paribartan Rural Municipality-5! A landslide has occurred in your area today. Please exercise caution and stay safe. Follow the instructions of local authorities and be prepared for any further updates. Our thoughts are with you during this difficult time.

#LandslideAlert #Daunne #Paribartan #StaySafe",1
818,818,"Landslide at Raneda, Gaumul Rural Municipality-2",Landslide,6/12/2022,Sudurpashchim,Bajura,Gaumul,2,"🚨 Urgent Update! 🚨

A devastating landslide has occurred at Raneda, Gaumul Rural Municipality-2 in Bajura district, Sudurpashchim province. Please stay safe and avoid the affected area. Our thoughts are with the affected community. #LandslideAlert #StaySafe #BajuraStrong",1
819,819,"Landslide at Ghimire Gaun, Tripura Sundari Rural Municipality-5",Landslide,6/10/2022,Bagmati,Dhading,Tripura Sundari,5,"🚨 Urgent Alert 🚨

A devastating landslide has occurred at Ghimire Gaun, Tripura Sundari Rural Municipality-5, Dhading district. Please stay safe and avoid the affected area. Our thoughts are with the community during this difficult time. #Landslide #StaySafe #DhadingStrong",1
820,820,"Landslide at Beltakura, Simta Rural Municipality-8",Landslide,6/10/2022,Karnali,Surkhet,Simta,8,"🚨 Urgent Alert! 🚨

A devastating landslide occurred at Beltakura, Simta Rural Municipality-8 in Surkhet district, Karnali Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. 🙏 #Landslide #StaySafe #Surkhet #SimtaRuralMunicipality8",1
821,821,"Landslide at Ladari Bhanjyang, Bhanu Municipality-10",Landslide,6/10/2022,Gandaki,Tanahu,Bhanu,10,"🚨 Urgent Update 🚨

A devastating landslide has occurred at Ladari Bhanjyang, Bhanu Municipality-10. Please stay safe and avoid the affected area. Our thoughts are with the residents of Tanahu district, Gandaki province. #LandslideAlert #StaySafe #PrayersForTanahu",1
822,822,"Landslide at syala, Galkot Municipality-3",Landslide,6/9/2022,Gandaki,Baglung,Galkot,3,"🚨 Urgent Alert! 🚨

A devastating landslide has occurred at Syala, Galkot Municipality-3 in Baglung District. Please exercise caution and stay away from the affected area. Our thoughts are with the residents of Ward 3. Stay safe, everyone! 💔🙏

#LandslideAlert #GalkotMunicipality #BaglungDistrict #StaySafe",1
823,823,"Landslide at Rengil, Sanni Tribeni Rural Municipality-1",Landslide,6/9/2022,Karnali,Kalikot,Sanni Tribeni,1,"🚨 Urgent Update 🚨

A devastating landslide has occurred at Rengil in Sanni Tribeni Rural Municipality-1, Kalikot district, Karnali province. Please stay safe and avoid the affected area. Our thoughts are with the residents of Ward 1. #Landslide #StaySafe #Kalikot",1
824,824,"Landslide at Sitala, Naraharinath Rural Municipality-9",Landslide,6/9/2022,Karnali,Kalikot,Naraharinath,9,"🚨 Urgent Alert 🚨
A devastating landslide has occurred at Sitala, Naraharinath Rural Municipality-9, Kalikot District, Karnali Province. Please stay safe and keep away from the affected area. Our thoughts are with the affected community. #Landslide #StaySafe #Naraharinath #Kalikot",1
